cohort,age_band,bin,combination,drug_names,interaction_size,mean_combined_importance,sum_combined_importance,best_rank,worst_rank,patient_rule_profile_support,strict_rule_support,evidence_type,interpretation_limit
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN,ALPRAZOLAM + AMOXICILLIN,2,0.0029530363845934,0.0059060727691868,8,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_AZITHROMYCIN|item_drug_BENZONATATE,AZITHROMYCIN + BENZONATATE,2,0.0051652646870033,0.0103305293740066,8,16,1989,1989,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN,AZITHROMYCIN + CEPHALEXIN,2,0.0164903832157015,0.032980766431403,4,8,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_AZITHROMYCIN|item_drug_DIAZEPAM,AZITHROMYCIN + DIAZEPAM,2,0.0060732855659833,0.0121465711319666,8,12,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_AZITHROMYCIN|item_drug_ERYTHROMYCIN,AZITHROMYCIN + ERYTHROMYCIN,2,0.0089228089687958,0.0178456179375916,7,8,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_AZITHROMYCIN|item_drug_FLUCONAZOLE,AZITHROMYCIN + FLUCONAZOLE,2,0.0102105743946299,0.0204211487892598,6,8,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_AZITHROMYCIN|item_drug_GABAPENTIN,AZITHROMYCIN + GABAPENTIN,2,0.0048280366661738,0.0096560733323476,8,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_AZITHROMYCIN|item_drug_IBUPROFEN,AZITHROMYCIN + IBUPROFEN,2,0.0047596332107203,0.0095192664214406,8,20,1991,1985,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_AZITHROMYCIN|item_drug_KETOCONAZOLE,AZITHROMYCIN + KETOCONAZOLE,2,0.0047727216416639,0.0095454432833278,8,19,1986,1986,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_AZITHROMYCIN|item_drug_MELOXICAM,AZITHROMYCIN + MELOXICAM,2,0.00634826378995275,0.0126965275799055,8,11,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_AZITHROMYCIN|item_drug_METHOCARBAMOL,AZITHROMYCIN + METHOCARBAMOL,2,0.00552375631514335,0.0110475126302867,8,13,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_AZITHROMYCIN|item_drug_METRONIDAZOLE,AZITHROMYCIN + METRONIDAZOLE,2,0.00671256693649145,0.0134251338729829,8,10,1999,1450,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_AZITHROMYCIN|item_drug_NAPROXEN,AZITHROMYCIN + NAPROXEN,2,0.01059406977991265,0.0211881395598253,5,8,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_AZITHROMYCIN|item_drug_OFLOXACIN,AZITHROMYCIN + OFLOXACIN,2,0.00764427596296385,0.0152885519259277,8,9,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_AZITHROMYCIN|item_drug_OMEPRAZOLE,AZITHROMYCIN + OMEPRAZOLE,2,0.00480098014904115,0.0096019602980823,8,18,1934,623,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_AZITHROMYCIN|item_drug_PREDNISONE,AZITHROMYCIN + PREDNISONE,2,0.02257333007976735,0.0451466601595347,3,8,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_BENZONATATE|item_drug_CEPHALEXIN,BENZONATATE + CEPHALEXIN,2,0.0134412898195284,0.0268825796390568,4,16,1989,1989,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_BENZONATATE|item_drug_DIAZEPAM,BENZONATATE + DIAZEPAM,2,0.0030241921698102,0.0060483843396204,12,16,1989,1989,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_BENZONATATE|item_drug_ERYTHROMYCIN,BENZONATATE + ERYTHROMYCIN,2,0.0058737155726227,0.0117474311452454,7,16,1989,1989,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_BENZONATATE|item_drug_FLUCONAZOLE,BENZONATATE + FLUCONAZOLE,2,0.0071614809984568,0.0143229619969136,6,16,1989,1989,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_BENZONATATE|item_drug_GABAPENTIN,BENZONATATE + GABAPENTIN,2,0.0017789432700007,0.0035578865400014,16,17,1989,1989,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_BENZONATATE|item_drug_IBUPROFEN,BENZONATATE + IBUPROFEN,2,0.0017105398145472,0.0034210796290944,16,20,1987,1985,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_BENZONATATE|item_drug_KETOCONAZOLE,BENZONATATE + KETOCONAZOLE,2,0.0017236282454908,0.0034472564909816,16,19,1985,1985,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_BENZONATATE|item_drug_MELOXICAM,BENZONATATE + MELOXICAM,2,0.00329917039377965,0.0065983407875593,11,16,1989,1989,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_BENZONATATE|item_drug_METHOCARBAMOL,BENZONATATE + METHOCARBAMOL,2,0.0024746629189702496,0.004949325837940499,13,16,1989,1989,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_BENZONATATE|item_drug_METRONIDAZOLE,BENZONATATE + METRONIDAZOLE,2,0.0036634735403183495,0.007326947080636699,10,16,1988,1439,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_BENZONATATE|item_drug_NAPROXEN,BENZONATATE + NAPROXEN,2,0.00754497638373955,0.0150899527674791,5,16,1989,1989,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_BENZONATATE|item_drug_OFLOXACIN,BENZONATATE + OFLOXACIN,2,0.0045951825667907495,0.009190365133581499,9,16,1989,1989,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_BENZONATATE|item_drug_OMEPRAZOLE,BENZONATATE + OMEPRAZOLE,2,0.0017518867528680498,0.0035037735057360997,16,18,1923,622,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_BENZONATATE|item_drug_PREDNISONE,BENZONATATE + PREDNISONE,2,0.01952423668359425,0.0390484733671885,3,16,1989,1989,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_CEPHALEXIN|item_drug_DIAZEPAM,CEPHALEXIN + DIAZEPAM,2,0.014349310698508401,0.028698621397016802,4,12,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_CEPHALEXIN|item_drug_ERYTHROMYCIN,CEPHALEXIN + ERYTHROMYCIN,2,0.0171988341013209,0.0343976682026418,4,7,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_CEPHALEXIN|item_drug_FLUCONAZOLE,CEPHALEXIN + FLUCONAZOLE,2,0.018486599527155,0.03697319905431,4,6,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_CEPHALEXIN|item_drug_GABAPENTIN,CEPHALEXIN + GABAPENTIN,2,0.0131040617986989,0.0262081235973978,4,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_CEPHALEXIN|item_drug_IBUPROFEN,CEPHALEXIN + IBUPROFEN,2,0.0130356583432454,0.0260713166864908,4,20,1991,1985,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_CEPHALEXIN|item_drug_KETOCONAZOLE,CEPHALEXIN + KETOCONAZOLE,2,0.013048746774189001,0.026097493548378002,4,19,1986,1986,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_CEPHALEXIN|item_drug_MELOXICAM,CEPHALEXIN + MELOXICAM,2,0.01462428892247785,0.0292485778449557,4,11,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_CEPHALEXIN|item_drug_METHOCARBAMOL,CEPHALEXIN + METHOCARBAMOL,2,0.01379978144766845,0.0275995628953369,4,13,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_CEPHALEXIN|item_drug_METRONIDAZOLE,CEPHALEXIN + METRONIDAZOLE,2,0.01498859206901655,0.0299771841380331,4,10,1999,1450,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_CEPHALEXIN|item_drug_NAPROXEN,CEPHALEXIN + NAPROXEN,2,0.01887009491243775,0.0377401898248755,4,5,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_CEPHALEXIN|item_drug_OFLOXACIN,CEPHALEXIN + OFLOXACIN,2,0.01592030109548895,0.0318406021909779,4,9,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_CEPHALEXIN|item_drug_OMEPRAZOLE,CEPHALEXIN + OMEPRAZOLE,2,0.01307700528156625,0.0261540105631325,4,18,1934,623,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_CEPHALEXIN|item_drug_PREDNISONE,CEPHALEXIN + PREDNISONE,2,0.03084935521229245,0.0616987104245849,3,4,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_DIAZEPAM|item_drug_ERYTHROMYCIN,DIAZEPAM + ERYTHROMYCIN,2,0.0067817364516027,0.0135634729032054,7,12,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_DIAZEPAM|item_drug_FLUCONAZOLE,DIAZEPAM + FLUCONAZOLE,2,0.0080695018774368,0.0161390037548736,6,12,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_DIAZEPAM|item_drug_GABAPENTIN,DIAZEPAM + GABAPENTIN,2,0.0026869641489806998,0.0053739282979613995,12,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_DIAZEPAM|item_drug_IBUPROFEN,DIAZEPAM + IBUPROFEN,2,0.0026185606935272,0.0052371213870544,12,20,1991,1985,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_DIAZEPAM|item_drug_KETOCONAZOLE,DIAZEPAM + KETOCONAZOLE,2,0.0026316491244707998,0.0052632982489415996,12,19,1986,1986,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_DIAZEPAM|item_drug_MELOXICAM,DIAZEPAM + MELOXICAM,2,0.00420719127275965,0.0084143825455193,11,12,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_DIAZEPAM|item_drug_METHOCARBAMOL,DIAZEPAM + METHOCARBAMOL,2,0.0033826837979502498,0.0067653675959004995,12,13,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_DIAZEPAM|item_drug_METRONIDAZOLE,DIAZEPAM + METRONIDAZOLE,2,0.00457149441929835,0.0091429888385967,10,12,1999,1450,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_DIAZEPAM|item_drug_NAPROXEN,DIAZEPAM + NAPROXEN,2,0.00845299726271955,0.0169059945254391,5,12,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_DIAZEPAM|item_drug_OFLOXACIN,DIAZEPAM + OFLOXACIN,2,0.00550320344577075,0.0110064068915415,9,12,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_DIAZEPAM|item_drug_OMEPRAZOLE,DIAZEPAM + OMEPRAZOLE,2,0.00265990763184805,0.0053198152636961,12,18,1934,623,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_DIAZEPAM|item_drug_PREDNISONE,DIAZEPAM + PREDNISONE,2,0.02043225756257425,0.0408645151251485,3,12,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_ERYTHROMYCIN|item_drug_FLUCONAZOLE,ERYTHROMYCIN + FLUCONAZOLE,2,0.0109190252802493,0.0218380505604986,6,7,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_ERYTHROMYCIN|item_drug_GABAPENTIN,ERYTHROMYCIN + GABAPENTIN,2,0.0055364875517932,0.0110729751035864,7,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_ERYTHROMYCIN|item_drug_IBUPROFEN,ERYTHROMYCIN + IBUPROFEN,2,0.0054680840963397,0.0109361681926794,7,20,1991,1985,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_ERYTHROMYCIN|item_drug_KETOCONAZOLE,ERYTHROMYCIN + KETOCONAZOLE,2,0.0054811725272833,0.0109623450545666,7,19,1986,1986,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_ERYTHROMYCIN|item_drug_MELOXICAM,ERYTHROMYCIN + MELOXICAM,2,0.00705671467557215,0.0141134293511443,7,11,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_ERYTHROMYCIN|item_drug_METHOCARBAMOL,ERYTHROMYCIN + METHOCARBAMOL,2,0.00623220720076275,0.0124644144015255,7,13,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_ERYTHROMYCIN|item_drug_METRONIDAZOLE,ERYTHROMYCIN + METRONIDAZOLE,2,0.00742101782211085,0.0148420356442217,7,10,1999,1450,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_ERYTHROMYCIN|item_drug_NAPROXEN,ERYTHROMYCIN + NAPROXEN,2,0.01130252066553205,0.0226050413310641,5,7,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_ERYTHROMYCIN|item_drug_OFLOXACIN,ERYTHROMYCIN + OFLOXACIN,2,0.00835272684858325,0.0167054536971665,7,9,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_ERYTHROMYCIN|item_drug_OMEPRAZOLE,ERYTHROMYCIN + OMEPRAZOLE,2,0.00550943103466055,0.0110188620693211,7,18,1934,623,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_ERYTHROMYCIN|item_drug_PREDNISONE,ERYTHROMYCIN + PREDNISONE,2,0.02328178096538675,0.0465635619307735,3,7,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_FLUCONAZOLE|item_drug_GABAPENTIN,FLUCONAZOLE + GABAPENTIN,2,0.0068242529776273006,0.013648505955254601,6,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_FLUCONAZOLE|item_drug_IBUPROFEN,FLUCONAZOLE + IBUPROFEN,2,0.0067558495221738,0.0135116990443476,6,20,1991,1985,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_FLUCONAZOLE|item_drug_KETOCONAZOLE,FLUCONAZOLE + KETOCONAZOLE,2,0.0067689379531174,0.0135378759062348,6,19,1986,1986,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_FLUCONAZOLE|item_drug_MELOXICAM,FLUCONAZOLE + MELOXICAM,2,0.00834448010140625,0.0166889602028125,6,11,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_FLUCONAZOLE|item_drug_METHOCARBAMOL,FLUCONAZOLE + METHOCARBAMOL,2,0.0075199726265968506,0.015039945253193701,6,13,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_FLUCONAZOLE|item_drug_METRONIDAZOLE,FLUCONAZOLE + METRONIDAZOLE,2,0.00870878324794495,0.0174175664958899,6,10,1999,1450,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_FLUCONAZOLE|item_drug_NAPROXEN,FLUCONAZOLE + NAPROXEN,2,0.01259028609136615,0.0251805721827323,5,6,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_FLUCONAZOLE|item_drug_OFLOXACIN,FLUCONAZOLE + OFLOXACIN,2,0.00964049227441735,0.0192809845488347,6,9,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_FLUCONAZOLE|item_drug_OMEPRAZOLE,FLUCONAZOLE + OMEPRAZOLE,2,0.00679719646049465,0.0135943929209893,6,18,1934,623,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_FLUCONAZOLE|item_drug_PREDNISONE,FLUCONAZOLE + PREDNISONE,2,0.024569546391220852,0.049139092782441704,3,6,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_GABAPENTIN|item_drug_IBUPROFEN,GABAPENTIN + IBUPROFEN,2,0.0013733117937177,0.0027466235874354,17,20,1991,1985,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_GABAPENTIN|item_drug_KETOCONAZOLE,GABAPENTIN + KETOCONAZOLE,2,0.0013864002246613,0.0027728004493226,17,19,1986,1986,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_GABAPENTIN|item_drug_MELOXICAM,GABAPENTIN + MELOXICAM,2,0.00296194237295015,0.0059238847459003,11,17,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_GABAPENTIN|item_drug_METHOCARBAMOL,GABAPENTIN + METHOCARBAMOL,2,0.00213743489814075,0.0042748697962815,13,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_GABAPENTIN|item_drug_METRONIDAZOLE,GABAPENTIN + METRONIDAZOLE,2,0.0033262455194888498,0.0066524910389776995,10,17,1999,1450,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_GABAPENTIN|item_drug_NAPROXEN,GABAPENTIN + NAPROXEN,2,0.00720774836291005,0.0144154967258201,5,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_GABAPENTIN|item_drug_OFLOXACIN,GABAPENTIN + OFLOXACIN,2,0.00425795454596125,0.0085159090919225,9,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_GABAPENTIN|item_drug_OMEPRAZOLE,GABAPENTIN + OMEPRAZOLE,2,0.00141465873203855,0.0028293174640771,17,18,1934,623,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_GABAPENTIN|item_drug_PREDNISONE,GABAPENTIN + PREDNISONE,2,0.01918700866276475,0.0383740173255295,3,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_IBUPROFEN|item_drug_KETOCONAZOLE,IBUPROFEN + KETOCONAZOLE,2,0.0013179967692078,0.0026359935384156,19,20,1985,1985,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_IBUPROFEN|item_drug_MELOXICAM,IBUPROFEN + MELOXICAM,2,0.00289353891749665,0.0057870778349933,11,20,1991,1985,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_IBUPROFEN|item_drug_METHOCARBAMOL,IBUPROFEN + METHOCARBAMOL,2,0.00206903144268725,0.0041380628853745,13,20,1991,1985,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_IBUPROFEN|item_drug_METRONIDAZOLE,IBUPROFEN + METRONIDAZOLE,2,0.00325784206403535,0.0065156841280707,10,20,1990,1435,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_IBUPROFEN|item_drug_NAPROXEN,IBUPROFEN + NAPROXEN,2,0.00713934490745655,0.0142786898149131,5,20,1991,1985,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_IBUPROFEN|item_drug_OFLOXACIN,IBUPROFEN + OFLOXACIN,2,0.00418955109050775,0.0083791021810155,9,20,1991,1985,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_IBUPROFEN|item_drug_OMEPRAZOLE,IBUPROFEN + OMEPRAZOLE,2,0.0013462552765850502,0.0026925105531701004,18,20,1925,622,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_IBUPROFEN|item_drug_PREDNISONE,IBUPROFEN + PREDNISONE,2,0.019118605207311252,0.038237210414622504,3,20,1991,1985,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_KETOCONAZOLE|item_drug_MELOXICAM,KETOCONAZOLE + MELOXICAM,2,0.00290662734844025,0.0058132546968805,11,19,1985,1985,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_KETOCONAZOLE|item_drug_METHOCARBAMOL,KETOCONAZOLE + METHOCARBAMOL,2,0.00208211987363085,0.0041642397472617,13,19,1986,1986,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_KETOCONAZOLE|item_drug_METRONIDAZOLE,KETOCONAZOLE + METRONIDAZOLE,2,0.0032709304949789498,0.0065418609899578995,10,19,1985,1436,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_KETOCONAZOLE|item_drug_NAPROXEN,KETOCONAZOLE + NAPROXEN,2,0.00715243333840015,0.0143048666768003,5,19,1986,1986,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_KETOCONAZOLE|item_drug_OFLOXACIN,KETOCONAZOLE + OFLOXACIN,2,0.00420263952145135,0.0084052790429027,9,19,1986,1986,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_KETOCONAZOLE|item_drug_OMEPRAZOLE,KETOCONAZOLE + OMEPRAZOLE,2,0.00135934370752865,0.0027186874150573,18,19,1920,623,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_KETOCONAZOLE|item_drug_PREDNISONE,KETOCONAZOLE + PREDNISONE,2,0.01913169363825485,0.0382633872765097,3,19,1986,1986,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_MELOXICAM|item_drug_METHOCARBAMOL,MELOXICAM + METHOCARBAMOL,2,0.0036576620219197,0.0073153240438394,11,13,1996,1996,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,25_44,high,item_drug_MELOXICAM|item_drug_METRONIDAZOLE,MELOXICAM + METRONIDAZOLE,2,0.004846472643267799,0.009692945286535599,10,11,1995,1446,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
